timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
56.400;f_1.93;184.25;0.00;12.97
56.400;f_1.91;40.24;0.00;12.97
56.400;f_1.92;128.10;0.00;12.97
56.500;f_0.0;186.46;-0.05;-26.76
56.500;f_1.93;184.18;0.00;12.97
56.500;f_1.91;38.98;0.00;12.97
56.500;f_1.92;126.73;0.00;12.97
56.600;f_0.0;186.31;-0.05;-28.43
56.600;f_1.93;184.09;0.00;12.97
56.600;f_1.91;37.75;0.00;12.97
56.600;f_1.92;125.39;0.00;12.97
56.700;f_0.0;186.34;-0.05;-30.12
56.700;f_1.93;183.97;0.00;12.97
56.700;f_1.91;36.50;0.00;12.97
56.700;f_1.92;124.02;0.00;12.97
56.800;f_0.0;186.43;-0.05;-31.79
56.800;f_1.93;183.83;0.00;12.97
56.800;f_1.91;35.24;0.00;12.97
56.800;f_1.92;122.65;0.00;12.97
56.900;f_0.0;186.53;-0.05;-33.46
56.900;f_1.93;183.68;0.00;12.97
56.900;f_1.91;34.02;0.00;12.97
56.900;f_1.92;121.33;0.00;12.97
57.000;f_0.0;186.66;-0.05;-35.13
57.000;f_1.93;183.49;0.00;12.97
57.000;f_1.91;32.76;0.00;12.97
57.000;f_1.92;119.96;0.00;12.97
57.100;f_0.0;186.81;-0.05;-36.79
57.100;f_1.93;183.28;0.00;12.97
57.100;f_1.91;31.52;0.00;12.97
57.100;f_1.92;118.61;0.00;12.97
57.200;f_0.0;186.99;-0.05;-38.46
57.200;f_1.93;183.05;0.00;12.97
57.200;f_1.91;30.26;0.00;12.97
57.200;f_1.92;117.25;0.00;12.97
57.300;f_0.0;187.19;-0.05;-40.12
57.300;f_1.93;182.80;0.00;12.97
57.300;f_1.91;29.02;0.00;12.97
57.300;f_1.92;115.91;0.00;12.97
57.400;f_0.0;187.40;-0.05;-41.78
57.400;f_1.93;182.52;0.00;12.97
57.400;f_1.91;27.78;0.00;12.97
57.400;f_1.92;114.56;0.00;12.97
57.500;f_0.0;187.63;-0.05;-43.44
57.500;f_1.93;182.22;0.00;12.97
57.500;f_1.91;26.55;0.00;12.97
57.500;f_1.92;113.21;0.00;12.97
57.600;f_0.0;187.87;-0.05;-45.10
57.600;f_1.93;181.90;0.00;12.97
57.600;f_1.91;25.31;0.00;12.97
57.600;f_1.92;111.87;0.00;12.97
57.700;f_0.0;188.12;-0.05;-46.75
57.700;f_1.93;181.56;0.00;12.97
57.700;f_1.91;24.07;0.00;12.97
57.700;f_1.92;110.52;0.00;12.97
57.800;f_0.0;188.37;-0.05;-48.41
57.800;f_1.93;181.19;0.00;12.97
57.800;f_1.91;22.83;0.00;12.97
57.800;f_1.92;109.16;0.00;12.97
57.900;f_0.0;188.62;-0.05;-50.06
57.900;f_1.93;180.80;0.00;12.97
57.900;f_1.91;21.59;0.00;12.97
57.900;f_1.92;107.81;0.00;12.97
58.000;f_0.0;188.87;-0.05;-51.72
58.000;f_1.93;180.39;0.00;12.97
58.000;f_1.91;20.34;0.00;12.97
58.000;f_1.92;106.47;0.00;12.97
58.100;f_0.0;189.12;-0.05;-53.37
58.100;f_1.93;179.95;0.00;12.97
58.100;f_1.91;19.07;0.00;12.97
58.100;f_1.92;105.09;0.00;12.97
58.200;f_0.0;189.28;-0.05;-55.04
58.200;f_1.93;179.51;0.00;12.97
58.200;f_1.91;17.83;0.00;12.97
58.200;f_1.92;103.75;0.00;12.97
58.300;f_0.0;189.26;-0.05;-56.71
58.300;f_1.93;179.03;0.00;12.97
58.300;f_1.91;16.57;0.00;12.97
58.300;f_1.92;102.37;0.00;12.97
58.400;f_0.0;189.07;-0.05;-58.37
58.400;f_1.93;178.54;0.00;12.97
58.400;f_1.91;15.33;0.00;12.97
58.400;f_1.92;101.03;0.00;12.97
58.500;f_0.0;188.73;-0.05;-59.97
58.500;f_1.93;178.03;0.00;12.97
58.500;f_1.91;14.07;0.00;12.97
58.500;f_1.92;99.66;0.00;12.97
58.600;f_0.0;188.23;-0.05;-61.51
58.600;f_1.93;177.50;0.00;12.97
58.600;f_1.91;12.80;0.00;12.97
58.600;f_1.92;98.29;0.00;12.97
58.700;f_0.0;187.63;-0.05;-62.99
58.700;f_1.93;176.94;0.00;12.97
58.700;f_1.91;11.54;0.00;12.97
58.700;f_1.92;96.92;0.00;12.97
58.800;f_0.0;187.00;-0.05;-64.47
58.800;f_1.93;176.36;0.00;12.97
58.800;f_1.91;10.29;0.00;12.97
58.800;f_1.92;95.56;0.00;12.97
58.900;f_0.0;186.33;-0.05;-65.95
58.900;f_1.93;175.78;0.00;12.97
58.900;f_1.91;9.05;0.00;12.97
58.900;f_1.92;94.21;0.00;12.97
59.000;f_0.0;185.50;-0.05;-67.40
59.000;f_1.93;175.16;0.00;12.97
59.000;f_1.91;7.78;0.00;12.97
59.000;f_1.92;92.84;0.00;12.97
59.100;f_0.0;184.53;-0.05;-68.76
59.100;f_1.93;174.51;0.00;12.97
59.100;f_1.91;6.52;0.00;12.97
59.100;f_1.92;91.47;0.00;12.97
59.200;f_0.0;183.42;-0.05;-70.02
59.200;f_1.93;173.85;0.00;12.97
59.200;f_1.91;5.27;0.00;12.97
59.200;f_1.92;90.11;0.00;12.97
59.300;f_0.0;182.20;-0.05;-71.16
59.300;f_1.93;173.16;0.00;12.97
59.300;f_1.91;4.01;0.00;12.97
59.300;f_1.92;88.74;0.00;12.97
59.400;f_0.0;180.87;-0.05;-72.18
59.400;f_1.93;172.48;0.00;12.97
59.400;f_1.91;2.78;0.00;12.97
59.400;f_1.92;87.41;0.00;12.97
59.500;f_0.0;179.45;-0.05;-73.06
59.500;f_1.93;171.76;0.00;12.97
59.500;f_1.91;1.52;0.00;12.97
59.500;f_1.92;86.05;0.00;12.97
59.600;f_0.0;177.94;-0.05;-73.79
59.600;f_1.93;171.02;0.00;12.97
59.600;f_1.91;0.26;0.00;12.97
59.600;f_1.92;84.68;0.00;12.97
59.700;f_0.0;176.38;-0.05;-74.38
59.700;f_1.93;170.26;0.00;12.97
59.700;f_1.91;-1.00;0.00;12.97
59.700;f_1.92;83.32;0.00;12.97
59.800;f_0.0;174.78;-0.05;-74.86
59.800;f_1.93;169.48;0.00;12.97
59.800;f_1.91;-2.25;0.00;12.97
59.800;f_1.92;81.96;0.00;12.97
59.900;f_0.0;173.15;-0.05;-75.17
59.900;f_1.93;168.69;0.00;12.97
59.900;f_1.91;-3.50;0.00;12.97
59.900;f_1.92;80.59;0.00;12.97
60.000;f_0.0;171.48;-0.05;-75.31
60.000;f_1.93;167.88;0.00;12.97
60.000;f_1.91;-4.75;0.00;12.97
60.000;f_1.92;79.23;0.00;12.97
60.100;f_0.0;169.82;-0.05;-75.36
60.100;f_1.93;167.05;0.00;12.97
60.100;f_1.91;-6.01;0.00;12.97
60.100;f_1.92;77.86;0.00;12.97
60.200;f_0.0;168.15;-0.05;-75.39
60.200;f_1.93;166.20;0.00;12.97
60.200;f_1.91;-7.27;0.00;12.97
60.200;f_1.92;76.50;0.00;12.97
60.300;f_0.0;166.48;-0.05;-75.46
60.300;f_1.93;165.33;0.00;12.97
60.300;f_1.91;-8.53;0.00;12.97
60.300;f_1.92;75.14;0.00;12.97
60.400;f_0.0;164.81;-0.05;-75.68
60.400;f_1.93;164.45;0.00;12.97
60.400;f_1.91;-9.78;0.00;12.97
60.400;f_1.92;73.78;0.00;12.97
60.500;f_0.0;163.16;-0.05;-76.08
60.500;f_1.93;163.55;0.00;12.97
60.500;f_1.91;-11.04;0.00;12.97
60.500;f_1.92;72.42;0.00;12.97
60.600;f_0.0;161.53;-0.05;-76.52
60.600;f_1.93;162.63;0.00;12.97
60.600;f_1.91;-12.29;0.00;12.97
60.600;f_1.92;71.06;0.00;12.97
60.700;f_0.0;159.91;-0.05;-76.94
60.700;f_1.93;161.69;0.00;12.97
60.700;f_1.91;-13.54;0.00;12.97
60.700;f_1.92;69.70;0.00;12.97
60.800;f_0.0;158.26;-0.05;-77.24
60.800;f_1.93;160.72;0.00;12.97
60.800;f_1.91;-14.78;0.00;12.97
60.800;f_1.92;68.34;0.00;12.97
60.900;f_0.0;156.59;-0.05;-77.42
60.900;f_1.93;159.77;0.00;12.97
60.900;f_1.91;-16.01;0.00;12.97
60.900;f_1.92;67.01;0.00;12.97
61.000;f_0.0;154.92;-0.05;-77.61
61.000;f_1.93;158.77;0.00;12.97
61.000;f_1.91;-17.26;0.00;12.97
61.000;f_1.92;65.65;0.00;12.97
61.100;f_0.0;153.26;-0.05;-77.83
61.100;f_1.93;157.77;0.00;12.97
61.100;f_1.91;-18.49;0.00;12.97
61.100;f_1.92;64.32;0.00;12.97
61.200;f_0.0;151.60;-0.05;-78.04
61.200;f_1.93;156.73;0.00;12.97
61.200;f_1.91;-19.75;0.00;12.97
61.200;f_1.92;62.96;0.00;12.97
61.300;f_0.0;149.94;-0.05;-78.25
61.300;f_1.93;155.69;0.00;12.97
61.300;f_1.91;-20.97;0.00;12.97
61.300;f_1.92;61.62;0.00;12.97
61.400;f_0.0;148.27;-0.05;-78.40
61.400;f_1.93;154.63;0.00;12.97
61.400;f_1.91;-22.21;0.00;12.97
61.400;f_1.92;60.28;0.00;12.97
61.500;f_0.0;146.60;-0.05;-78.51
61.500;f_1.93;153.55;0.00;12.97
61.500;f_1.91;-23.44;0.00;12.97
61.500;f_1.92;58.95;0.00;12.97
61.600;f_0.0;144.93;-0.05;-78.62
61.600;f_1.93;152.44;0.00;12.97
61.600;f_1.91;-24.67;0.00;12.97
61.600;f_1.92;57.61;0.00;12.97
61.700;f_0.0;143.26;-0.05;-78.73
61.700;f_1.93;151.31;0.00;12.97
61.700;f_1.91;-25.91;0.00;12.97
61.700;f_1.92;56.27;0.00;12.97
61.800;f_0.0;141.59;-0.05;-78.83
61.800;f_1.93;150.16;0.00;12.97
61.800;f_1.91;-27.14;0.00;12.97
61.800;f_1.92;54.92;0.00;12.97
61.900;f_0.0;139.92;-0.05;-78.88
61.900;f_1.93;149.00;0.00;12.97
61.900;f_1.91;-28.38;0.00;12.97
61.900;f_1.92;53.57;0.00;12.97
62.000;f_0.0;138.24;-0.05;-78.87
62.000;f_1.93;147.81;0.00;12.97
62.000;f_1.91;-29.62;0.00;12.97
62.000;f_1.92;52.22;0.00;12.97
62.100;f_0.0;136.57;-0.05;-78.86
62.100;f_1.93;146.60;0.00;12.97
62.100;f_1.91;-30.86;0.00;12.97
62.100;f_1.92;50.87;0.00;12.97
62.200;f_0.0;134.89;-0.05;-78.85
62.200;f_1.93;145.37;0.00;12.97
62.200;f_1.91;-32.10;0.00;12.97
62.200;f_1.92;49.53;0.00;12.97
62.300;f_0.0;133.22;-0.05;-78.83
62.300;f_1.93;144.09;0.00;12.97
62.300;f_1.91;-33.36;0.00;12.97
62.300;f_1.92;48.16;0.00;12.97
62.400;f_0.0;131.54;-0.05;-78.80
62.400;f_1.93;142.80;0.00;12.97
62.400;f_1.91;-34.63;0.00;12.97
62.400;f_1.92;46.78;0.00;12.97
62.500;f_0.0;129.87;-0.05;-78.77
62.500;f_1.93;141.51;0.00;12.97
62.500;f_1.91;-35.86;0.00;12.97
62.500;f_1.92;45.43;0.00;12.97
62.600;f_0.0;128.20;-0.05;-78.73
62.600;f_1.93;140.21;0.00;12.97
62.600;f_1.91;-37.10;0.00;12.97
62.600;f_1.92;44.08;0.00;12.97
62.700;f_0.0;126.53;-0.05;-78.61
62.700;f_1.93;138.87;0.00;12.97
62.700;f_1.91;-38.36;0.00;12.97
62.700;f_1.92;42.71;0.00;12.97
62.800;f_0.0;124.86;-0.05;-78.41
62.800;f_1.93;137.53;0.00;12.97
62.800;f_1.91;-39.62;0.00;12.97
62.800;f_1.92;41.34;0.00;12.97
62.900;f_0.0;123.20;-0.05;-78.22
62.900;f_1.93;136.19;0.00;12.97
62.900;f_1.91;-40.88;0.00;12.97
62.900;f_1.92;39.98;0.00;12.97
63.000;f_0.0;121.52;-0.05;-78.13
63.000;f_1.93;134.86;0.00;12.97
63.000;f_1.91;-42.14;0.00;12.97
63.000;f_1.92;38.61;0.00;12.97
63.100;f_0.0;119.85;-0.05;-78.13
63.100;f_1.93;133.53;0.00;12.97
63.100;f_1.91;-43.40;0.00;12.97
63.100;f_1.92;37.25;0.00;12.97
63.200;f_0.0;118.17;-0.05;-78.13
63.200;f_1.93;132.21;0.00;12.97
63.200;f_1.91;-44.66;0.00;12.97
63.200;f_1.92;35.89;0.00;12.97
63.300;f_0.0;116.49;-0.05;-78.11
63.300;f_1.93;130.91;0.00;12.97
63.300;f_1.91;-45.90;0.00;12.97
63.300;f_1.92;34.56;0.00;12.97
63.400;f_0.0;114.82;-0.05;-78.10
63.400;f_1.94;184.30;0.00;12.97
63.400;f_1.93;129.60;0.00;12.97
63.400;f_1.91;-47.14;0.00;12.97
63.400;f_1.92;33.22;0.00;12.97
63.500;f_0.0;113.15;-0.05;-78.09
63.500;f_1.94;184.28;0.00;12.97
63.500;f_1.93;128.27;0.00;12.97
63.500;f_1.91;-48.40;0.00;12.97
63.500;f_1.92;31.86;0.00;12.97
63.600;f_0.0;111.47;-0.05;-78.09
63.600;f_1.94;184.25;0.00;12.97
63.600;f_1.93;126.97;0.00;12.97
63.600;f_1.91;-49.64;0.00;12.97
63.600;f_1.92;30.51;0.00;12.97
63.700;f_0.0;109.80;-0.05;-78.10
63.700;f_1.94;184.18;0.00;12.97
63.700;f_1.93;125.64;0.00;12.97
63.700;f_1.91;-50.90;0.00;12.97
63.700;f_1.92;29.14;0.00;12.97
63.800;f_0.0;108.12;-0.05;-78.11
63.800;f_1.94;184.10;0.00;12.97
63.800;f_1.93;124.34;0.00;12.97
63.800;f_1.91;-52.14;0.00;12.97
63.800;f_1.92;27.81;0.00;12.97
63.900;f_0.0;106.45;-0.05;-78.13
63.900;f_1.94;183.99;0.00;12.97
63.900;f_1.93;123.04;0.00;12.97
63.900;f_1.91;-53.37;0.00;12.97
63.900;f_1.92;26.47;0.00;12.97
64.000;f_0.0;104.77;-0.05;-78.15
64.000;f_1.94;183.86;0.00;12.97
64.000;f_1.93;121.73;0.00;12.97
64.000;f_1.91;-54.61;0.00;12.97
64.000;f_1.92;25.13;0.00;12.97
64.100;f_0.0;103.10;-0.05;-78.18
64.100;f_1.94;183.70;0.00;12.97
64.100;f_1.93;120.41;0.00;12.97
64.100;f_1.91;-55.87;0.00;12.97
64.100;f_1.92;23.76;0.00;12.97
64.200;f_0.0;101.43;-0.05;-78.30
64.200;f_1.94;183.52;0.00;12.97
64.200;f_1.93;119.08;0.00;12.97
64.200;f_1.91;-57.13;0.00;12.97
64.200;f_1.92;22.39;0.00;12.97
64.300;f_0.0;99.77;-0.05;-78.55
64.300;f_1.94;183.32;0.00;12.97
64.300;f_1.93;117.75;0.00;12.97
64.300;f_1.91;-58.39;0.00;12.97
64.300;f_1.92;21.02;0.00;12.97
64.400;f_0.0;98.11;-0.05;-78.80
64.400;f_1.94;183.10;0.00;12.97
64.400;f_1.93;116.45;0.00;12.97
64.400;f_1.91;-59.63;0.00;12.97
64.400;f_1.92;19.68;0.00;12.97
64.500;f_0.0;96.46;-0.05;-79.04
64.500;f_1.94;182.86;0.00;12.97
64.500;f_1.93;115.13;0.00;12.97
64.500;f_1.91;-60.89;0.00;12.97
64.500;f_1.92;18.30;0.00;12.97
64.600;f_0.0;94.80;-0.05;-79.30
64.600;f_1.94;182.61;0.00;12.97
64.600;f_1.93;113.83;0.00;12.97
64.600;f_1.91;-62.12;0.00;12.97
64.600;f_1.92;16.96;0.00;12.97
64.700;f_0.0;93.15;-0.05;-79.56
64.700;f_1.94;182.34;0.00;12.97
64.700;f_1.93;112.53;0.00;12.97
64.700;f_1.91;-63.36;0.00;12.97
64.700;f_1.92;15.61;0.00;12.97
64.800;f_0.0;91.49;-0.05;-79.80
64.800;f_1.94;182.05;0.00;12.97
64.800;f_1.93;111.23;0.00;12.97
64.800;f_1.91;-64.60;0.00;12.97
64.800;f_1.92;14.27;0.00;12.97
64.900;f_0.0;89.82;-0.05;-79.92
64.900;f_1.94;181.73;0.00;12.97
64.900;f_1.93;109.90;0.00;12.97
64.900;f_1.91;-65.86;0.00;12.97
64.900;f_1.92;12.90;0.00;12.97
65.000;f_0.0;88.14;-0.05;-80.01
65.000;f_1.94;181.40;0.00;12.97
65.000;f_1.93;108.60;0.00;12.97
65.000;f_1.91;-67.10;0.00;12.97
65.000;f_1.92;11.56;0.00;12.97
65.100;f_0.0;86.47;-0.05;-80.12
65.100;f_1.94;181.03;0.00;12.97
65.100;f_1.93;107.27;0.00;12.97
65.100;f_1.91;-68.36;0.00;12.97
65.100;f_1.92;10.19;0.00;12.97
65.200;f_0.0;84.80;-0.05;-80.22
65.200;f_1.94;180.65;0.00;12.97
65.200;f_1.93;105.94;0.00;12.97
65.200;f_1.91;-69.61;0.00;12.97
65.200;f_1.92;8.82;0.00;12.97
65.300;f_0.0;83.13;-0.05;-80.32
65.300;f_1.94;180.25;0.00;12.97
65.300;f_1.93;104.64;0.00;12.97
65.300;f_1.91;-70.85;0.00;12.97
65.300;f_1.92;7.48;0.00;12.97
65.400;f_0.0;81.46;-0.05;-80.42
65.400;f_1.94;179.83;0.00;12.97
65.400;f_1.93;103.34;0.00;12.97
65.400;f_1.91;-72.08;0.00;12.97
65.400;f_1.92;6.14;0.00;12.97
65.500;f_0.0;79.78;-0.05;-80.50
65.500;f_1.94;179.38;0.00;12.97
65.500;f_1.93;102.02;0.00;12.97
65.500;f_1.91;-73.35;0.00;12.97
65.500;f_1.92;4.77;0.00;12.97
65.600;f_0.0;78.11;-0.05;-80.50
65.600;f_1.94;178.92;0.00;12.97
65.600;f_1.93;100.72;0.00;12.97
65.600;f_1.91;-74.59;0.00;12.97
65.600;f_1.92;3.43;0.00;12.97
65.700;f_0.0;76.44;-0.05;-80.34
65.700;f_1.94;178.44;0.00;12.97
65.700;f_1.93;99.41;0.00;12.97
65.700;f_1.91;-75.82;0.00;12.97
65.700;f_1.92;2.08;0.00;12.97
65.800;f_0.0;74.79;-0.05;-79.99
65.800;f_1.94;177.94;0.00;12.97
65.800;f_1.93;98.09;0.00;12.97
65.800;f_1.91;-77.09;0.00;12.97
65.800;f_1.92;0.71;0.00;12.97
65.900;f_0.0;73.19;-0.05;-79.47
65.900;f_1.94;177.44;0.00;12.97
65.900;f_1.93;96.79;0.00;12.97
65.900;f_1.91;-78.32;0.00;12.97
65.900;f_1.92;-0.63;0.00;12.97
66.000;f_0.0;71.65;-0.05;-78.80
66.000;f_1.94;176.91;0.00;12.97
66.000;f_1.93;95.48;0.00;12.97
66.000;f_1.91;-79.57;0.00;12.97
66.000;f_1.92;-1.98;0.00;12.97
66.100;f_0.0;70.19;-0.05;-77.98
66.100;f_1.94;176.37;0.00;12.97
66.100;f_1.93;94.18;0.00;12.97
66.100;f_1.91;-80.81;0.00;12.97
66.100;f_1.92;-3.33;0.00;12.97
66.200;f_0.0;68.81;-0.05;-77.04
66.200;f_1.94;175.80;0.00;12.97
66.200;f_1.93;92.87;0.00;12.97
66.200;f_1.91;-82.04;0.00;12.97
66.200;f_1.92;-4.67;0.00;12.97
66.300;f_0.0;67.53;-0.05;-75.97
66.300;f_1.94;175.22;0.00;12.97
66.300;f_1.93;91.56;0.00;12.97
66.300;f_1.91;-83.28;0.00;12.97
66.300;f_1.92;-6.02;0.00;12.97
66.400;f_0.0;66.34;-0.05;-74.80
66.400;f_1.94;174.61;0.00;12.97
66.400;f_1.93;90.26;0.00;12.97
66.400;f_1.91;-84.52;0.00;12.97
66.400;f_1.92;-7.37;0.00;12.97
66.500;f_0.0;65.27;-0.05;-73.54
66.500;f_1.94;173.99;0.00;12.97
66.500;f_1.93;88.95;0.00;12.97
66.500;f_1.91;-85.77;0.00;12.97
66.500;f_1.92;-8.73;0.00;12.97
66.600;f_0.0;64.31;-0.05;-72.18
66.600;f_1.94;173.34;0.00;12.97
66.600;f_1.93;87.64;0.00;12.97
66.600;f_1.91;-87.01;0.00;12.97
66.600;f_1.92;-10.07;0.00;12.97
66.700;f_0.0;63.49;-0.05;-70.73
66.700;f_1.94;172.68;0.00;12.97
66.700;f_1.93;86.33;0.00;12.97
66.700;f_1.91;-88.25;0.00;12.97
66.700;f_1.92;-11.42;0.00;12.97
66.800;f_0.0;62.81;-0.05;-69.21
66.800;f_1.94;171.99;0.00;12.97
66.800;f_1.93;85.02;0.00;12.97
66.800;f_1.91;-89.49;0.00;12.97
66.800;f_1.92;-12.77;0.00;12.97
66.900;f_0.0;62.26;-0.05;-67.64
66.900;f_1.94;171.29;0.00;12.97
66.900;f_1.93;83.71;0.00;12.97
66.900;f_1.91;-90.74;0.00;12.97
66.900;f_1.92;-14.12;0.00;12.97
67.000;f_0.0;61.85;-0.05;-66.02
67.000;f_1.94;170.54;0.00;12.97
67.000;f_1.93;82.38;0.00;12.97
67.000;f_1.91;-92.00;0.00;12.97
67.000;f_1.92;-15.50;0.00;12.97
67.100;f_0.0;61.61;-0.05;-64.37
67.100;f_1.94;169.77;0.00;12.97
67.100;f_1.93;81.05;0.00;12.97
67.100;f_1.91;-93.27;0.00;12.97
67.100;f_1.92;-16.87;0.00;12.97
67.200;f_0.0;61.54;-0.05;-62.70
67.200;f_1.94;168.98;0.00;12.97
67.200;f_1.93;79.72;0.00;12.97
67.200;f_1.91;-94.52;0.00;12.97
67.200;f_1.92;-18.24;0.00;12.97
67.300;f_0.0;61.66;-0.05;-61.04
67.300;f_1.94;168.19;0.00;12.97
67.300;f_1.93;78.41;0.00;12.97
67.300;f_1.91;-95.76;0.00;12.97
67.300;f_1.92;-19.59;0.00;12.97
67.400;f_0.0;61.93;-0.05;-59.39
67.400;f_1.94;167.37;0.00;12.97
67.400;f_1.93;77.08;0.00;12.97
67.400;f_1.91;-97.03;0.00;12.97
67.400;f_1.92;-20.96;0.00;12.97
67.500;f_0.0;62.29;-0.05;-57.76
67.500;f_1.94;166.53;0.00;12.97
67.500;f_1.93;75.75;0.00;12.97
67.500;f_1.91;-98.29;0.00;12.97
67.500;f_1.92;-22.33;0.00;12.97
67.600;f_0.0;62.67;-0.05;-56.14
67.600;f_1.94;165.69;0.00;12.97
67.600;f_1.93;74.45;0.00;12.97
67.600;f_1.92;-23.67;0.00;12.97
67.700;f_0.0;63.00;-0.05;-54.50
67.700;f_1.94;164.81;0.00;12.97
67.700;f_1.93;73.11;0.00;12.97
67.700;f_1.92;-25.04;0.00;12.97
67.800;f_0.0;63.16;-0.05;-52.82
67.800;f_1.94;163.93;0.00;12.97
67.800;f_1.93;71.81;0.00;12.97
67.800;f_1.92;-26.38;0.00;12.97
67.900;f_0.0;63.12;-0.05;-51.12
67.900;f_1.94;163.00;0.00;12.97
67.900;f_1.93;70.48;0.00;12.97
67.900;f_1.92;-27.75;0.00;12.97
68.000;f_0.0;62.90;-0.05;-49.43
68.000;f_1.94;162.06;0.00;12.97
68.000;f_1.93;69.15;0.00;12.97
68.000;f_1.92;-29.12;0.00;12.97
68.100;f_0.0;62.64;-0.05;-47.77
68.100;f_1.94;161.11;0.00;12.97
68.100;f_1.93;67.85;0.00;12.97
68.100;f_1.92;-30.46;0.00;12.97
68.200;f_0.0;62.38;-0.05;-46.12
68.200;f_1.94;160.13;0.00;12.97
68.200;f_1.93;66.55;0.00;12.97
68.200;f_1.92;-31.80;0.00;12.97
68.300;f_0.0;62.13;-0.05;-44.46
68.300;f_1.94;159.14;0.00;12.97
68.300;f_1.93;65.25;0.00;12.97
68.300;f_1.92;-33.14;0.00;12.97
68.400;f_0.0;62.00;-0.05;-42.79
68.400;f_1.94;158.13;0.00;12.97
68.400;f_1.93;63.95;0.00;12.97
68.400;f_1.92;-34.48;0.00;12.97
68.500;f_0.0;61.91;-0.05;-41.11
68.500;f_1.94;157.09;0.00;12.97
68.500;f_1.93;62.64;0.00;12.97
68.500;f_1.92;-35.82;0.00;12.97
68.600;f_0.0;61.79;-0.05;-39.44
68.600;f_1.94;156.03;0.00;12.97
68.600;f_1.93;61.34;0.00;12.97
68.600;f_1.92;-37.16;0.00;12.97
68.700;f_0.0;61.65;-0.05;-37.77
68.700;f_1.94;154.93;0.00;12.97
68.700;f_1.93;60.01;0.00;12.97
68.700;f_1.92;-38.54;0.00;12.97
68.800;f_0.0;61.51;-0.05;-36.10
68.800;f_1.94;153.83;0.00;12.97
68.800;f_1.93;58.70;0.00;12.97
68.800;f_1.92;-39.89;0.00;12.97
68.900;f_0.0;61.37;-0.05;-34.43
68.900;f_1.94;152.71;0.00;12.97
68.900;f_1.93;57.40;0.00;12.97
68.900;f_1.92;-41.24;0.00;12.97
69.000;f_0.0;61.33;-0.05;-32.76
69.000;f_1.94;151.57;0.00;12.97
69.000;f_1.93;56.10;0.00;12.97
69.000;f_1.92;-42.59;0.00;12.97
69.100;f_0.0;61.33;-0.05;-31.08
69.100;f_1.94;150.39;0.00;12.97
69.100;f_1.93;54.76;0.00;12.97
69.100;f_1.92;-43.96;0.00;12.97
69.200;f_0.0;61.32;-0.05;-29.41
69.200;f_1.94;149.22;0.00;12.97
69.200;f_1.93;53.46;0.00;12.97
69.200;f_1.92;-45.30;0.00;12.97
69.300;f_0.0;61.32;-0.05;-27.74
69.300;f_1.94;148.01;0.00;12.97
69.300;f_1.93;52.13;0.00;12.97
69.300;f_1.92;-46.68;0.00;12.97
69.400;f_0.0;61.39;-0.05;-26.06
69.400;f_1.94;146.80;0.00;12.97
69.400;f_1.93;50.83;0.00;12.97
69.400;f_1.92;-48.02;0.00;12.97
69.500;f_0.0;61.62;-0.05;-24.40
69.500;f_1.94;145.54;0.00;12.97
69.500;f_1.93;49.50;0.00;12.97
69.500;f_1.92;-49.39;0.00;12.97
69.600;f_0.0;62.03;-0.05;-22.77
69.600;f_1.94;144.30;0.00;12.97
69.600;f_1.93;48.20;0.00;12.97
69.600;f_1.92;-50.73;0.00;12.97
69.700;f_0.0;62.63;-0.05;-21.19
69.700;f_1.94;143.00;0.00;12.97
69.700;f_1.93;46.87;0.00;12.97
69.700;f_1.92;-52.11;0.00;12.97
69.800;f_0.0;63.33;-0.05;-19.67
69.800;f_1.94;141.71;0.00;12.97
69.800;f_1.93;45.56;0.00;12.97
69.800;f_1.92;-53.45;0.00;12.97
69.900;f_0.0;64.05;-0.05;-18.16
69.900;f_1.94;140.41;0.00;12.97
69.900;f_1.93;44.25;0.00;12.97
69.900;f_1.92;-54.79;0.00;12.97
70.000;f_0.0;64.76;-0.05;-16.70
70.000;f_1.94;139.07;0.00;12.97
70.000;f_1.93;42.95;0.00;12.97
70.000;f_1.92;-56.14;0.00;12.97
70.100;f_0.0;65.39;-0.04;-15.29
70.100;f_1.94;137.69;0.00;12.97
70.100;f_1.93;41.62;0.00;12.97
70.100;f_1.92;-57.52;0.00;12.97
70.200;f_0.0;65.87;-0.04;-13.91
70.200;f_1.94;136.31;0.00;12.97
70.200;f_1.93;40.31;0.00;12.97
70.200;f_1.92;-58.87;0.00;12.97
70.300;f_0.0;66.21;-0.04;-12.55
70.300;f_1.94;134.90;0.00;12.97
70.300;f_1.93;38.98;0.00;12.97
70.300;f_1.92;-60.25;0.00;12.97
70.400;f_0.0;66.42;-0.04;-11.19
70.400;f_1.94;133.51;0.00;12.97
70.400;f_1.93;37.68;0.00;12.97
70.400;f_1.92;-61.59;0.00;12.97
70.500;f_0.0;66.47;-0.04;-9.83
70.500;f_1.94;132.13;0.00;12.97
70.500;f_1.93;36.38;0.00;12.97
70.500;f_1.92;-62.93;0.00;12.97
70.600;f_0.0;66.37;-0.04;-8.50
70.600;f_1.94;130.74;0.00;12.97
70.600;f_1.93;35.08;0.00;12.97
70.600;f_1.95;184.30;0.00;12.97
70.600;f_1.92;-64.28;0.00;12.97
70.700;f_0.0;66.12;-0.04;-7.21
70.700;f_1.94;129.33;0.00;12.97
